2009,10,27,1800,15,4,14,313,4.9,5.9
2009,10,27,1900,14,4,12,313,5.3,6.7
2009,10,27,2000,14,4,15,309,5.6,6.8
2009,10,27,2100,13,4,12,311,5.8,7
2009,10,27,2200,13,5,16,315,6.1,7.4
2009,10,27,2300,14,4,14,327,6.7,8
2009,10,27,2400,14,5,17,330,7.2,8.5
2009,10,28,100,14,5,14,326,7.6,8.8
2009,10,28,200,14,4,12,323,8.2,9.5
2009,10,28,300,14,5,16,323,8.7,10.1
2009,10,28,400,14,5,13,322,8.9,10.3
2009,10,28,500,14,4,12,327,9.5,10.4
2009,10,28,600,13,4,12,326,9.7,11.1
2009,10,28,700,13,5,14,329,9.8,11.2
2009,10,28,800,12,3,9,332,9.8,11
2009,10,28,900,13,3,12,326,10,10.8
2009,10,28,1000,16,3,9,328,10.2,10.7
2009,10,28,1100,16,3,7,339,10,10.7
2009,10,28,1200,18,4,10,346,10.1,10.9
2009,10,28,1300,19,3,10,354,10,10.7
2009,10,28,1400,18,3,14,1,9.4,10.4
2009,10,28,1500,16,5,21,5,9.7,10.9
2009,10,28,1600,16,3,15,351,9.5,10.8
2009,10,28,1700,15,4,17,4,9.4,10.7
2009,10,28,1800,13,7,17,13,9.2,10.6
2009,10,28,1900,11,6,14,25,9.1,10.6
2009,10,28,2000,11,6,14,32,9,10.5
2009,10,28,2100,11,6,14,19,8.9,10.3
2009,10,28,2200,9,3,9,6,8.8,10.4
2009,10,28,2300,8,2,7,4,8.7,10.2
2009,10,28,2400,6,2,6,1,8.6,10.2
2009,10,29,100,7,1,3,349,8.5,10.1
2009,10,29,200,6,2,6,21,8.4,10.1
2009,10,29,300,6,2,5,51,8.4,10.1
2009,10,29,400,7,1,5,338,8.3,9.9
2009,10,29,500,7,1,3,350,8.2,9.7
2009,10,29,600,6,1,3,121,8.1,9.8
2009,10,29,700,5,3,4,122,8.1,9.8
2009,10,29,800,5,2,4,167,8,9.7
2009,10,29,900,8,2,3,228,7.9,9.4
2009,10,29,1000,12,1,4,186,7.8,9.1
2009,10,29,1100,14,1,3,334,7.8,9
2009,10,29,1200,17,2,4,238,7.7,8.7
2009,10,29,1300,18,2,7,278,0.3,8.7
2009,10,29,1400,18,4,9,231,0.3,8.8
2009,10,29,1500,19,3,11,233,0.3,8.6
2009,10,29,1600,21,3,10,247,0.3,8.5
2009,10,29,1700,21,2,8,298,0.3,8.4
2009,10,29,1800,17,2,12,302,0.4,8.6
2009,10,29,1900,16,1,7,26,0.4,8.6
2009,10,29,2000,16,2,11,46,0.4,8.6
2009,10,29,2100,16,2,7,91,0.4,8.6
2009,10,29,2200,16,2,8,341,0.7,8.7
2009,10,29,2300,16,2,7,317,1.5,9.4
2009,10,29,2400,18,3,12,308,1.9,9.8
2009,10,30,100,19,4,13,310,2.9,10.6
2009,10,30,200,20,4,11,309,3.5,11.2
2009,10,30,300,22,5,14,307,3.9,11.5
2009,10,30,400,23,6,18,307,4.3,12.1
2009,10,30,500,25,6,16,308,4.6,12.4
2009,10,30,600,26,5,21,305,4.7,12.3
2009,10,30,700,26,5,16,308,4.8,12.4
2009,10,30,800,27,5,15,308,5.4,13
2009,10,30,900,28,6,18,292,5.6,13.4
2009,10,30,1000,29,6,20,289,5.9,13.6
2009,10,30,1100,30,6,19,282,6.1,13.7
2009,10,30,1200,30,6,18,291,6.4,14
2009,10,30,1300,31,7,20,288,6.4,13.9
2009,10,30,1400,31,6,22,293,6.3,13.8
2009,10,30,1500,32,6,25,291,6.3,13.7
2009,10,30,1600,33,7,23,288,6.1,13.5
2009,10,30,1700,33,6,19,292,5.9,13.1
2009,10,30,1800,32,6,18,289,5.9,13.1
2009,10,30,1900,31,5,17,292,5.9,13.1
2009,10,30,2000,31,4,19,293,5.8,13
2009,10,30,2100,31,5,21,287,5.8,12.9
2009,10,30,2200,30,3,14,285,5.8,12.9
2009,10,30,2300,30,4,23,296,5.8,12.8
2009,10,30,2400,30,4,17,280,5.8,12.8
2009,10,31,100,29,3,16,114,5.8,12.7
2009,10,31,200,28,3,7,91,5.8,12.7
2009,10,31,300,28,4,10,177,5.8,12.7
2009,10,31,400,30,7,15,202,5.8,12.8
2009,10,31,500,31,4,12,238,5.8,12.8
2009,10,31,600,31,5,17,224,5.8,12.6
2009,10,31,700,32,5,16,230,5.7,12.5
2009,10,31,800,33,7,24,231,5.7,12.5
2009,10,31,900,34,7,20,227,5.7,12.4
2009,10,31,1000,34,7,23,223,5.7,12.3
2009,10,31,1100,34,8,29,224,5.7,12.3
2009,10,31,1200,35,6,22,233,5.6,12.2
2009,10,31,1300,38,7,24,218,5.5,12.1
2009,10,31,1400,39,9,31,219,5.1,12
2009,10,31,1500,39,7,25,261,4.8,11.8
2009,10,31,1600,38,9,29,247,4.5,11.5
2009,10,31,1700,36,7,22,255,4.4,11.3
2009,11,10,1400,35,13,24,200,0.4,9.4
2009,11,10,1500,35,12,23,202,0.4,14
2009,11,10,1600,35,11,22,201,0.4,8.9
2009,11,10,1700,33,10,20,197,0.4,9
2009,11,10,1800,31,11,21,200,0.4,9
2009,11,10,1900,29,11,21,197,0.4,9
2009,11,10,2000,28,9,15,187,0.5,9.1
2009,11,10,2100,26,5,16,158,0.5,9.2
2009,11,10,2200,25,4,9,94,0.5,9.2
2009,11,10,2300,24,5,11,99,0.5,9.2
2009,11,10,2400,24,5,9,128,0.5,9.1
2009,11,11,100,24,4,11,136,0.5,9.2
2009,11,11,200,25,3,9,139,0.5,9.2
2009,11,11,300,25,6,16,190,0.5,9.2
2009,11,11,400,27,8,18,196,0.4,9
2009,11,11,500,26,6,15,182,0.5,9.1
2009,11,11,600,25,6,17,177,0.5,9.3
2009,11,11,700,28,10,21,196,0.4,9.1
2009,11,11,800,29,12,23,192,0.4,9
2009,11,11,900,29,8,17,191,0.4,9
2009,11,11,1000,30,8,22,193,0.4,9
2009,11,11,1100,31,14,30,197,0.4,9
2009,11,11,1200,31,15,28,195,0.4,8.9
2009,11,11,1300,32,13,26,196,0.4,8.9
2009,11,11,1400,33,14,30,197,0.4,8.9
2009,11,11,1500,33,14,28,195,0.4,8.9
2009,11,11,1600,33,15,33,193,0.4,8.9
2009,11,11,1700,32,15,31,197,0.4,8.9
2009,11,11,1800,31,11,26,196,0.4,8.9
2009,11,11,1900,30,9,22,196,0.4,9
2009,11,11,2000,30,9,21,197,0.7,9
2009,11,11,2100,31,13,36,195,0.8,8.9
2009,11,11,2200,32,14,33,198,0.6,9
2009,11,11,2300,31,14,29,198,0.5,9
2009,11,11,2400,32,12,29,199,0.4,9
2009,11,12,100,31,11,25,201,0.4,9
2009,11,12,200,30,7,18,203,0.4,9
2009,11,12,300,28,8,23,207,0.4,9
2009,11,12,400,27,7,17,197,0.4,9
2009,11,12,500,24,5,15,186,0.4,9
2009,11,12,600,22,4,14,181,0.5,9
2009,11,12,700,21,1,3,188,1,9.6
2009,11,12,800,19,2,6,164,1.1,9.7
2009,11,12,900,19,2,4,221,1.6,10
2009,11,12,1000,19,2,5,70,1.8,10.3
2009,11,12,1100,19,2,6,280,2.3,10.4
2009,11,12,1200,18,2,7,313,3.2,11.6
2009,11,12,1300,18,3,10,294,3.4,12
2009,11,12,1400,19,2,8,7,3.5,12
2009,11,12,1500,18,2,8,258,3.8,12.3
2009,11,12,1600,17,2,7,286,3.6,12.1
2009,11,12,1700,15,2,9,305,3.9,12.2
2009,11,12,1800,14,2,7,277,4.3,12.9
2009,11,12,1900,13,1,7,289,4.2,12.8
2009,11,12,2000,13,1,7,275,4.2,12.8
2009,11,12,2100,12,3,15,260,3.8,12.5
2009,11,12,2200,11,5,17,276,3.7,12.7
2009,11,12,2300,10,3,11,294,3.6,12.7
2009,11,12,2400,10,2,12,279,3.6,12.4
2009,11,13,100,9,2,9,255,3.8,12.5
2009,11,13,200,9,3,10,251,3.8,12.4
2009,11,13,300,8,3,8,248,3.8,12.3
2009,11,13,400,6,3,7,251,3.7,12.4
2009,11,13,500,5,3,8,257,3.7,12.5
2009,11,13,600,4,2,5,237,3.7,12.5
2009,11,13,700,4,3,6,202,3.6,12.3
2009,11,13,800,5,3,7,253,3.6,12.2
2009,11,13,900,7,2,7,251,3.5,12.1
2009,11,13,1000,10,3,10,225,3.5,12.1
2009,11,13,1100,13,3,10,246,3.5,11.8
2009,11,13,1200,14,2,7,302,3.5,11.9
2009,11,13,1300,16,2,10,316,3.4,11.8
2009,11,13,1400,17,4,12,235,3.5,11.9
2009,11,13,1500,17,4,13,247,3.5,11.9
2009,11,13,1600,19,3,10,239,3.4,11.8
2009,11,13,1700,15,4,12,231,3.4,12.1
2009,11,13,1800,11,3,11,234,3.4,12.2
2009,11,13,1900,10,3,12,238,3.4,12.2
2009,11,13,2000,11,6,18,221,3.4,12.2
2009,11,13,2100,11,5,13,209,3.4,12.2
2009,11,13,2200,9,3,9,175,3.5,12.3
2009,11,13,2300,8,3,7,100,3.4,12.2
2009,11,13,2400,6,6,11,146,3.4,12.4
2009,11,14,100,6,4,8,124,3.4,12.2
2009,11,14,200,7,4,9,95,3.3,12
2009,11,14,300,7,3,7,72,3.3,12.1
2009,11,14,400,7,3,6,77,3.3,12.1
2009,11,14,500,7,3,5,91,3.3,12.1
2009,11,14,600,8,2,4,103,3.3,11.9
2009,11,14,700,7,2,4,105,3.4,12.1
2009,11,14,800,8,2,3,72,3.4,12.1
2009,11,14,900,9,2,4,87,3.4,12
2009,11,14,1000,12,2,4,90,3.4,11.8
2009,11,14,1100,13,2,5,88,3.2,11.7
2009,11,14,1200,14,2,5,39,3.5,11.9
2009,11,14,1300,14,2,6,356,4.3,12.3
2009,11,14,1400,15,3,7,0,4.3,12.4
2009,11,14,1500,14,3,7,3,4.3,12.6
2009,11,14,1600,14,2,6,342,4.6,12.7
2009,11,14,1700,11,2,7,335,4.5,12.6
2009,11,14,1800,8,2,6,326,4.5,12.7
2009,11,14,1900,7,2,4,37,4.5,12.7
2009,11,14,2000,7,2,7,185,4.5,12.6
2009,11,14,2100,6,1,4,293,4.5,12.6
2009,11,14,2200,6,2,10,272,4.5,12.7
2009,11,14,2300,6,1,6,201,4.2,12.6
2009,11,14,2400,6,1,5,248,4.2,12.5
2009,11,15,100,5,2,6,272,4.2,12.7
2009,11,15,200,5,3,9,245,4.2,13
2009,11,15,300,4,2,5,247,4,12.6
2009,11,15,400,3,1,5,16,4,12.6
2009,11,15,500,3,3,10,123,3.9,12.6
2009,11,15,600,4,2,7,3,3.9,12.5
2009,11,15,700,4,3,9,10,3.7,12.4
2009,11,15,800,6,2,7,357,3.7,12.5
2009,11,15,900,9,2,6,7,3.8,12.3
2009,11,15,1000,12,2,5,197,3.9,12.2
2009,11,15,1100,16,2,6,248,3.8,12.1
2009,11,15,1200,17,1,5,348,3.8,12.3
2009,11,15,1300,20,1,4,326,3.9,12.1
2009,11,15,1400,21,2,6,322,3.8,12.2
2009,11,15,1500,21,2,6,340,3.9,12.3
2009,11,15,1600,23,2,5,353,3.9,12.1
2009,11,15,1700,20,2,7,50,4,12.5
2009,11,15,1800,15,1,4,326,4.1,12.6
2009,11,15,1900,16,1,3,358,4.1,12.6
2009,11,15,2000,16,1,3,241,4.1,12.6
2009,11,15,2100,16,2,4,295,17.2,12.6
2009,11,15,2200,17,2,4,225,4,12.7
2009,11,15,2300,17,1,4,242,4,12.6
2009,11,15,2400,16,2,4,109,3.9,12.6
2009,11,16,100,17,1,4,78,3.9,12.6
2009,11,16,200,18,1,4,105,3.9,12.6
2009,11,16,300,21,2,7,181,3.9,12.5
2009,11,16,400,23,4,8,197,3.9,12.6
2009,11,16,500,22,4,6,172,3.9,12.6
2009,11,16,600,20,2,5,146,3.9,12.7
